"Month","SLight","SO_LogeSPM","SI_LogeSPM","SO_temp","D_temp","SI_temp","Rivervol_SI","log10Kvert","mixLscale","D_SO_upwelling","SO_D_downwelling","SO_OceanIN","D_OceanIN","SI_OceanIN","SI_OceanOUT","SO_SI_flow","habS1_pdist","habS2_pdist","habS3_pdist","habD1_pdist","habD2_pdist","habD3_pdist","Inshore_waveheight","DO_log10Kvert","DO_mixLscale","DO_D_upwelling","D_DO_downwelling"
1,47.0195557947062,5.92864702420303,5.94072115412851,26.26656707114,10.5846795533709,26.3455253987859,1.64424638556363e-06,-5.31040217719595,0.1,0.489184849591708,0.0344118446493228,0.0396946030881553,0.0165255324759925,0,0,0.00330473095422199,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.57917944192886,-5.12661260877887,0.9,0.110203068337619,0.0836523439459517
2,44.7900049163272,5.9509658857266,6.02332153174689,26.714807058463,10.5056680740035,26.740351685546,1.78281585701717e-06,-5.30481032289404,0.1,0.415465606775679,0.0287825885925734,0.0297999363866105,0.0148302425166234,0,0,0.00293925071180157,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.62421215772629,-5.12670275486781,0.9,0.0848485378736122,0.0747173185551189
3,42.5639426804394,6.02480587105208,6.04581257105476,27.0075957488727,10.4529067155184,27.0086602096518,2.46899342568585e-06,-5.30260789050761,0.1,0.530993814884471,0.037641134859626,0.0379536440955924,0.0182402811599486,0,0,0.00555986119308732,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.69294970035553,-5.12687253403856,0.9,0.103148748325643,0.10424531039131
4,36.593205523325,6.0224772433895,6.08994891112786,26.9038041590774,10.391067101616,26.9822125321381,3.44959379515582e-06,-5.31072790637969,0.2,0.59468585956178,0.0360343272409417,0.035169029580785,0.0174562717402022,0,0,0.00698858059128065,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.84475507736206,-5.12720524507617,0.9,0.10928682078832,0.106262704223107
5,33.0160063224667,6.00367388389078,6.09304069105561,26.439615461656,10.3545845912106,26.6438474436251,2.32204107952476e-06,-5.32287142947298,0.6,0.52277789324661,0.044993557970889,0.0488394359260799,0.0171781531766758,0,0,0.0079073365279032,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.87992618083954,-5.12807183487644,0.9,0.0972809180799458,0.120469006092391
6,34.9811292961879,5.9489723825883,6.01792917411888,25.8433447786561,10.5141976975216,25.9945556231464,2.24637280137546e-06,-4.740112458797,0.8,0.250113823633075,0.0769598142173752,0.0959293838485328,0.0151094647886787,0,0,0.0101710345229446,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.99918080568314,-5.1299576594571,0.9,0.0886468175735899,0.152680303429131
7,36.9063616917133,5.92215900174365,5.95254145166216,25.13067018133,10.7727347178561,25.2078628603011,2.33650790009538e-06,-2.81588217242896,0.8,0.302724604055696,0.068267216198899,0.0920730881420702,0.013886074119797,0,0,0.00952561844495042,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,2.02315974235535,-5.13223013977007,0.9,0.103622248547029,0.121592701377342
8,40.3173209208227,5.91296775430872,5.91745941197405,24.4760553001025,10.841146518441,24.5941599805315,2.45040120067291e-06,-2.1505812796298,0.8,0.43300637859234,0.0615074741866292,0.0956850384528791,0.0154701014389077,0,0,0.00869841195911369,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,2.03166049718857,-5.13300447930814,0.9,0.135899076534927,0.110994404928502
9,44.5339478204484,5.94049812034602,5.94342597667121,24.1776176384952,10.778307353669,24.319509798129,2.43429881616432e-06,-2.16567703087893,0.8,0.538205519282143,0.05852795111073,0.0955488484017852,0.0152449464620437,0,0,0.00867748463149421,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.98693236112595,-5.13230283223833,0.9,0.14349910458699,0.118970379658537
10,48.5399690294818,6.18733919855182,6.32486811589478,24.4592389915869,10.7326797602633,24.5485560454223,1.95082311226495e-06,-2.28793615345874,0.6,0.526964316032486,0.0607977397673154,0.0796467564042447,0.0168755802044919,0,0,0.00822147272758986,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.85914649963379,-5.13128733711774,0.9,0.133026801381219,0.123846828699436
11,48.9652730452777,6.22378401067879,6.25547916053861,25.1176957309116,10.7389333293318,25.1406490972645,1.73507209438649e-06,-2.91413633046762,0.2,0.452967229366119,0.0522275502639924,0.0630225900480147,0.0178907335555087,0,0,0.00635333147646296,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.81544419527054,-5.13009593678076,0.9,0.115533532115062,0.117989521664374
12,46.141862264509,6.07268269445079,6.10302530895171,25.7638090900466,10.6912687863558,25.9219720204091,1.38932985338501e-06,-4.18065064394411,0.1,0.494768668335422,0.0396028695003655,0.0501539799505141,0.0187491515673016,0,0,0.00501637533122132,0.002948133,0.002948133,0.002948133,9.31e-08,9.31e-08,9.31e-08,1.68837937116623,-5.12912510513408,0.9,0.108701939962572,0.0951492172744186
